name,height,weight,reach,stance,wins,losses,draws
Scott,Bills,,"5' 10""",170 lbs.,--,,7
Anthony,Birchak,El Toro,"5' 8""",135 lbs.,"69.0""",Orthodox,16
Chris,Birchler,The Big Buck,"6' 3""",205 lbs.,--,Switch,7
Angad,Bisht,,"5' 7""",125 lbs.,"67.0""",Orthodox,10
Michael,Bisping,The Count,"6' 1""",185 lbs.,"75.0""",Orthodox,30
Amaury,Bitetti,,"5' 9""",185 lbs.,--,Orthodox,5
Caio,Bittencourt,Leao,"6' 0""",185 lbs.,"75.0""",Orthodox,14
Davi,Bittencourt,The Black,"5' 5""",135 lbs.,"65.0""",Orthodox,14
Simon,Biyong,,--,205 lbs.,--,,7
Jan,Blachowicz,,"6' 2""",205 lbs.,"78.0""",Orthodox,29
Jason,Black,The Black Legion,"5' 8""",155 lbs.,--,Orthodox,23
Brad,Blackburn,Bad Brad,"5' 10""",170 lbs.,"73.0""",Orthodox,18
Jason,Blackford,,--,--,--,,3
Tom,Blackledge,,--,205 lbs.,--,Orthodox,10
Sherrard,Blackledge,The Thriller,"5' 11""",155 lbs.,"75.0""",Orthodox,5
Da'Mon,Blackshear,The Monster,"5' 10""",135 lbs.,"72.0""",Switch,17
Chasen,Blair,Mestizo,"5' 10""",155 lbs.,"71.0""",Orthodox,6
Erin,Blanchfield,Cold Blooded,"5' 4""",125 lbs.,"66.0""",Orthodox,13
Maximo,Blanco,Maxi,"5' 8""",145 lbs.,"71.0""",Orthodox,12
David,Blanco,,"5' 7""",145 lbs.,--,,2
Curtis,Blaydes,Razor,"6' 4""",265 lbs.,"80.0""",Orthodox,19
Tereza,Bleda,,"5' 9""",125 lbs.,"71.0""",Orthodox,7
Arlene,Blencowe,Angerfist,"5' 5""",145 lbs.,--,,9
Byron,Bloodworth,,"5' 8""",135 lbs.,--,Orthodox,6
Dashawn,Boatwright,"Buck, the 400-pound Silverback","6' 0""",205 lbs.,--,Orthodox,3
Dan,Bobish,,"6' 2""",345 lbs.,--,Southpaw,17
Mark,Bocek,,"5' 8""",155 lbs.,"75.0""",Orthodox,12
Kyle,Bochniak,Killer B,"5' 7""",145 lbs.,"70.0""",Orthodox,8
James,Bochnovic,,"6' 4""",205 lbs.,"81.0""",Orthodox,8
Jeremy,Boczulak,,--,--,--,,0
Tim,Boetsch,The Barbarian,"6' 0""",185 lbs.,"74.0""",Orthodox,21
Galore,Bofando,,"5' 11""",170 lbs.,"72.0""",Switch,5
Jay,Bogan,,--,145 lbs.,--,,6
Roman,Bogatov,,"5' 8""",155 lbs.,"73.0""",Orthodox,10
Derek,Bohi,Marshmallow,"6' 4""",260 lbs.,--,,8
Jerry,Bohlander,,"5' 11""",199 lbs.,--,Orthodox,11
Mandy,Bohm,Monster,"5' 7""",125 lbs.,"71.0""",Orthodox,8
Kotetsu,Boku,,"5' 9""",154 lbs.,--,Orthodox,25
Gaston,Bolanos,The Dreamkiller,"5' 7""",135 lbs.,"69.0""",Orthodox,8
Kyle,Bolt,,"6' 2""",185 lbs.,--,,8
Denys,Bondar,Psycho,"5' 6""",125 lbs.,"69.0""",Orthodox,14
Luc,Bondole,,"6' 2""",205 lbs.,--,,5
Tony,Bonello,The Gun,"6' 2""",185 lbs.,--,,16
Gabriel,Bonfim,Marretinha,"6' 1""",170 lbs.,"72.0""",Orthodox,18
Ismael,Bonfim,Marreta,"5' 8""",155 lbs.,"71.0""",Orthodox,20
Jesse,Bongfeldt,Water,"6' 0""",185 lbs.,--,Orthodox,16
Marcos,Bonilla,Murder Marx,"5' 10""",145 lbs.,--,,4
Stephan,Bonnar,The American Psycho,"6' 4""",205 lbs.,"79.0""",Orthodox,15
Rogerio,Bontorin,,"5' 5""",125 lbs.,"67.0""",Orthodox,16
Ray,Borg,The Tazmexican Devil,"5' 4""",135 lbs.,"63.0""",Orthodox,13
Igor,Borisov,,"6' 0""",235 lbs.,--,Orthodox,1
Kevin,Borjas,El Gallo Negro,"5' 5""",125 lbs.,"68.0""",Orthodox,10
Calen,Born,,"5' 8""",170 lbs.,"72.0""",Switch,7
Caio,Borralho,The Natural,"6' 1""",185 lbs.,"75.0""",Southpaw,17
Zachary,Borrego,The Dragon,"6' 2""",185 lbs.,"78.0""",Switch,3
Viacheslav,Borshchev,Slava Claus,"5' 11""",155 lbs.,"69.0""",Orthodox,8
Tanner,Boser,The Bulldozer,"6' 2""",205 lbs.,"75.0""",Orthodox,21
Steve,Bosse,The Boss,"5' 11""",205 lbs.,"72.0""",Orthodox,12
Marcus,Bossett,The Grasshopper,"6' 1""",215 lbs.,--,Orthodox,1
Chris,Bostick,,--,--,--,,6
Poliana,Botelho,,"5' 8""",125 lbs.,"67.0""",Orthodox,8
Francois,Botha,White Buffalo,"6' 2""",260 lbs.,--,Orthodox,0
Ilian,Bouafia,The Gorilla,--,185 lbs.,--,,6
Gregory,Bouchelaghem,,"6' 2""",183 lbs.,--,Switch,5
Roy,Boughton,Black Dynamite,"6' 0""",205 lbs.,--,,14
Rich,Bouphanouvong,,"5' 7""",170 lbs.,--,,1
Mike,Bourke,The Rhino,"6' 0""",275 lbs.,--,Orthodox,10
Jess,Bouscal,,--,155 lbs.,--,,3
Tai,Bowden,,"5' 11""",230 lbs.,--,,1
Melton,Bowen,The Punisher,"6' 0""",225 lbs.,--,Orthodox,0
Kyron,Bowen,Bullseye,"6' 3""",185 lbs.,"73.0""",Orthodox,9
Brian,Bowles,,"5' 7""",135 lbs.,"70.0""",Orthodox,10
Roger,Bowling,Relentless,"5' 9""",155 lbs.,"68.0""",Orthodox,12
Blake,Bowman,,"6' 2""",170 lbs.,--,,2
Ashe,Bowman,The Archer,"5' 9""",155 lbs.,--,,9
Anvar,Boynazarov,The Uzbek,"5' 9""",145 lbs.,--,Orthodox,3
Colley,Bradford,,"5' 7""",145 lbs.,--,,0
Kyle,Bradley,,"5' 9""",155 lbs.,"71.0""",Orthodox,19
Paul,Bradley,The Gentleman,"5' 9""",170 lbs.,--,Orthodox,23
Sean,Brady,,"5' 10""",170 lbs.,"72.0""",Orthodox,18
Ebenezer Fontes,Braga,Pitbull,"6' 0""",199 lbs.,--,Orthodox,13
Ramiz,Brahimaj,,"5' 10""",170 lbs.,"72.0""",Orthodox,12
Adam,Bramhald,Samurai,"5' 10""",135 lbs.,"70.0""",Orthodox,13
Joe,Brammer,The South Side Strangler,"5' 8""",155 lbs.,--,Orthodox,7
David,Branch,,"6' 1""",185 lbs.,"78.0""",Orthodox,22
Billy,Brand,,"5' 6""",135 lbs.,"65.0""",Orthodox,5
Diego,Brandao,DB,"5' 7""",145 lbs.,"64.0""",Orthodox,22
Bruna,Brasil,,"5' 6""",115 lbs.,"65.0""",Orthodox,10
Michael,Bravo,,--,155 lbs.,--,,7
Martin,Bravo,El Toro,"5' 8""",145 lbs.,"71.0""",Southpaw,11
Roman,Bravo-Young,,--,205 lbs.,--,,0
Mike,Breeden,Money,"5' 10""",155 lbs.,"70.0""",Orthodox,11
Tom,Breese,,"6' 3""",185 lbs.,"73.0""",Southpaw,12
Elves,Brener,,"5' 10""",155 lbs.,"72.0""",Orthodox,16
Chris,Brennan,The Westside Strangler,"5' 8""",170 lbs.,--,Orthodox,21
Charlie,Brenneman,The Spaniard,"5' 10""",155 lbs.,"70.0""",Orthodox,19
Robert,Breslin,The Bullet,"5' 11""",155 lbs.,--,,3
Mack,Brewer,,--,205 lbs.,--,,0
Marcos,Brigagao,Ironside,"6' 3""",205 lbs.,"76.0""",Southpaw,11
Jason,Brilz,Hitman,"5' 11""",205 lbs.,"71.0""",Orthodox,22
Marcus,Brimage,The Bama Beast,"5' 4""",135 lbs.,"71.0""",Southpaw,7
Aaron,Brink,,"6' 3""",205 lbs.,--,Orthodox,26
Henry,Briones,Bure,"5' 8""",135 lbs.,"69.0""",Orthodox,16
Marcelo,Brito,Jungle Boy,"6' 1""",170 lbs.,--,Orthodox,13
Joanderson,Brito,Tubarao,"5' 8""",145 lbs.,"72.0""",Orthodox,17
Kaik,Brito,,"5' 11""",170 lbs.,"72.0""",Orthodox,16
Icaro,Brito,,--,145 lbs.,--,,7
Antwain,Britt,The Juggernaut,"6' 1""",205 lbs.,"77.0""",,11
Drew,Brokenshire,,--,--,--,,16
Mike,Bronzoulis,The Greek,"6' 0""",155 lbs.,--,,18
Jonathan,Brookins,,"6' 0""",145 lbs.,"74.0""",Southpaw,16
Will,Brooks,Ill,"5' 10""",155 lbs.,"72.0""",Orthodox,18
Jarred,Brooks,The Monkey God,"5' 3""",125 lbs.,"62.0""",Switch,13
Rob,Broughton,The Bear,"6' 2""",265 lbs.,"74.0""",Orthodox,16
Lee,Brousseau,Manimal,"6' 1""",205 lbs.,--,,5
Matt,Brown,The Immortal,"6' 0""",170 lbs.,"75.0""",Orthodox,26
Mike,Brown,,"5' 6""",145 lbs.,"70.0""",Orthodox,26
Dominic,Brown,,"5' 11""",190 lbs.,--,,16
Todd,Brown,Bulldog,"5' 11""",205 lbs.,--,Orthodox,16
Terrell,Brown,,--,185 lbs.,--,,3
Chris,Brown,,--,170 lbs.,--,,10
Frederick,Brown,,"6' 0""",235 lbs.,--,,3
Randy,Brown,Rudeboy,"6' 3""",170 lbs.,"78.0""",Orthodox,20
Damien,Brown,Beatdown,"5' 10""",155 lbs.,"68.0""",Orthodox,17
TJ,Brown,Downtown,"5' 9""",145 lbs.,"72.0""",Switch,17
Humberto,Brown Morrison,,"5' 10""",145 lbs.,--,,4
Travis,Browne,Hapa,"6' 6""",255 lbs.,"79.0""",Orthodox,18
Junie,Browning,,"5' 9""",155 lbs.,--,Orthodox,5
Jules,Bruchez,,"6' 0""",205 lbs.,--,Southpaw,1
Justin,Bruckmann,Loaf,"5' 9""",170 lbs.,--,Orthodox,7
Cody,Brundage,,"6' 0""",185 lbs.,"72.0""",Orthodox,11
Steve,Bruno,Hollywood,"5' 10""",170 lbs.,--,Orthodox,15
Fernando,Bruno,Acougueiro,"5' 6""",145 lbs.,--,,15
Derek,Brunson,The One,"6' 1""",185 lbs.,"77.0""",Southpaw,23
Josh,Bryant,The Beast,"5' 10""",185 lbs.,--,Orthodox,15
Dennis,Bryant,The Beard,"6' 0""",205 lbs.,--,Orthodox,5
Robert,Bryczek,,"6' 0""",185 lbs.,"75.0""",Orthodox,17
Lukasz,Brzeski,The Bull,"6' 3""",236 lbs.,"78.0""",Orthodox,9
Marcus,Buchecha,,"6' 2""",255 lbs.,"77.0""",Orthodox,5
Justin,Buchholz,,"6' 0""",155 lbs.,"73.0""",Orthodox,15
Zak,Bucia,,"5' 10""",170 lbs.,--,,17
Courtney,Buck,,"5' 10""",135 lbs.,--,Orthodox,12
Joaquin,Buckley,New Mansa,"5' 10""",170 lbs.,"76.0""",Southpaw,21
Martin,Buday,Badys,"6' 4""",265 lbs.,"77.0""",Orthodox,16
Julia,Budd,,"5' 7""",145 lbs.,"67.0""",,10
Dylan,Budka,The Mindless Hulk,"6' 0""",185 lbs.,"75.0""",Switch,7
Mike,Budnik,,"5' 9""",145 lbs.,"68.0""",Orthodox,13
Francisco,Bueno,,"5' 9""",225 lbs.,--,Orthodox,5
Mayra,Bueno Silva,Sheetara,"5' 6""",125 lbs.,"66.0""",Orthodox,10
Paul,Buentello,The Headhunter,"6' 2""",245 lbs.,"77.0""",Orthodox,35
Modestas,Bukauskas,The Baltic Gladiator,"6' 3""",205 lbs.,"78.0""",Switch,18
Lee Kwan,Bum,,"6' 2""",286 lbs.,--,Orthodox,0
Josh,Bumgarner,,"6' 1""",170 lbs.,--,,6
Shawn,Bunch,Bunch the Great,"5' 5""",135 lbs.,--,,7
Felipe,Bunes,Felipinho,"5' 7""",125 lbs.,"69.0""",Orthodox,14
Shane,Burgos,Hurricane,"5' 11""",145 lbs.,"75.0""",Orthodox,15
Joshua,Burkman,The People's Warrior,"5' 10""",170 lbs.,"72.0""",Orthodox,28
Justin,Burlinson,,"6' 1""",170 lbs.,"74.0""",Switch,6
Mads,Burnell,,"5' 8""",145 lbs.,"69.0""",Orthodox,9
Mikey,Burnett,The Eastside Assassin,"5' 6""",170 lbs.,--,Orthodox,5
Kevin,Burns,The Fire,"5' 10""",170 lbs.,"74.0""",Orthodox,12
Gilbert,Burns,Durinho,"5' 10""",170 lbs.,"71.0""",Orthodox,22
Josh,Burns,The Hammer,"6' 1""",244 lbs.,--,,8
Herbert,Burns,The Blaze,"5' 9""",145 lbs.,"73.0""",Orthodox,11
Derrick,Burnsed,,--,155 lbs.,--,,1
Nah-Shon,Burrell,The Rock n Rolla,"5' 11""",170 lbs.,--,Orthodox,15
Martin,Buschkamp,,"5' 9""",145 lbs.,--,Orthodox,9
George,Bush,,"6' 1""",205 lbs.,--,,5
Bubba,Bush,The Fightin' Texas Aggie,"6' 0""",185 lbs.,--,Orthodox,8
Dakota,Bush,,"5' 10""",155 lbs.,"73.0""",Orthodox,8
Murilo,Bustamante,,"6' 2""",183 lbs.,--,Orthodox,15
Nick,Bustamante,,"5' 9""",170 lbs.,--,,5
Eduardo,Bustillos,,"5' 8""",135 lbs.,--,,5
Jason,Butcher,,"6' 3""",185 lbs.,--,,10
Todd,Butler,,"6' 1""",200 lbs.,--,Southpaw,1
Goldman,Butler,,--,--,--,,1
Ian,Butler,,"5' 8""",155 lbs.,--,,3
Raphael,Butler,The Silencer,"6' 3""",261 lbs.,--,,9
Jesse,Butler,,"5' 10""",135 lbs.,"73.0""",Orthodox,12
JP,Buys,Young Savage,"5' 5""",135 lbs.,"67.0""",Orthodox,9
Dennis,Buzukja,The Great,"5' 9""",145 lbs.,"70.0""",Switch,12
Charles,Byrd,Kid Dynamite,"5' 10""",185 lbs.,"73.0""",Orthodox,10
Steve,Byrnes,The Sergeant,"6' 0""",170 lbs.,--,Orthodox,6
Michael,Byrnes,,"5' 11""",155 lbs.,--,,5
Yan,Cabral,,"5' 11""",155 lbs.,"73.0""",Orthodox,13
Juan,Cabrera,Papi Juancho,--,185 lbs.,--,,9
Alvin,Cacdac,,"5' 6""",125 lbs.,--,Orthodox,18
Alex,Caceres,Bruce Leeroy,"5' 10""",145 lbs.,"73.0""",Southpaw,21
Vince,Cachero,The Anomaly,"5' 6""",145 lbs.,"68.0""",Orthodox,7
Priscila,Cachoeira,Zombie Girl,"5' 7""",135 lbs.,"65.0""",Orthodox,13
Travis,Calanoc,The Dark Knight,"5' 8""",145 lbs.,--,Orthodox,5
Ricky,Calatayud,,"5' 9""",125 lbs.,--,,16
Carlos,Calderon,Chief,"5' 11""",145 lbs.,"71.0""",Southpaw,6
Darrion,Caldwell,The Wolf,"5' 10""",135 lbs.,--,,10
Nicolle,Caliari,,"5' 3""",125 lbs.,"62.0""",Orthodox,8
Taylor,Callens,,"5' 10""",155 lbs.,--,,6
Cynthia,Calvillo,,"5' 4""",115 lbs.,"64.0""",Orthodox,9
Joe,Camacho,,"5' 9""",155 lbs.,--,Orthodox,13
Frank,Camacho,The Crank,"5' 10""",155 lbs.,"73.0""",Orthodox,22
Lucas,Camacho,,"6' 4""",265 lbs.,"80.0""",Orthodox,6
Matheus,Camilo,Jaguar,"5' 10""",155 lbs.,"69.0""",Orthodox,9
Fabricio,Camoes,Morango,"5' 10""",155 lbs.,"71.0""",Orthodox,14
Chris,Camozzi,,"6' 2""",185 lbs.,"75.0""",Orthodox,24
Brian,Camozzi,Mantis,"6' 2""",170 lbs.,"78.0""",Orthodox,7
Ricky,Camp,2 Slick,"5' 7""",135 lbs.,--,,11
Mike,Campbell,The Beast,"5' 9""",155 lbs.,--,Southpaw,13
Thomas,Campbell,,--,--,--,,3
Shane,Campbell,Shaolin,"6' 0""",155 lbs.,"71.0""",Orthodox,14
Charlie,Campbell,The Cannibal,"6' 0""",155 lbs.,"72.0""",Orthodox,9
Kitt,Campbell,The Killer,"6' 1""",170 lbs.,"73.0""",,15
Kurtis,Campbell,The Pink Panther,--,145 lbs.,--,,7
John,Campetella,,"5' 9""",235 lbs.,--,Orthodox,0
Wagner,Campos,Galeto,"5' 6""",145 lbs.,--,Southpaw,12
Derek,Campos,The Stallion,"5' 9""",155 lbs.,--,,19
Will,Campuzano,,"5' 9""",125 lbs.,"70.0""",Orthodox,14
Aleksa,Camur,,"6' 1""",205 lbs.,"74.0""",Orthodox,6
Chico,Camus,The King,"5' 6""",125 lbs.,"66.0""",Orthodox,17
Asbel,Cancio,,"5' 10""",225 lbs.,--,,0
Carlos,Candelario,The Cannon,"5' 8""",125 lbs.,"68.0""",Southpaw,8
Ronaldo,Candido,Pacman,"5' 6""",125 lbs.,--,Southpaw,6
Luiz,Cane,Banha,"6' 2""",185 lbs.,"77.0""",Southpaw,17
Guido,Cannetti,Ninja,"5' 6""",135 lbs.,"68.0""",Southpaw,10
Jared,Cannonier,The Killa Gorilla,"5' 11""",185 lbs.,"77.0""",Switch,18
Jose,Canseco,,"6' 4""",240 lbs.,--,Orthodox,0
Cody,Canterbury,,"5' 8""",155 lbs.,--,,1
Bo,Cantrell,Redrum,"6' 2""",235 lbs.,--,Orthodox,10
Steve,Cantwell,The Robot,"6' 2""",185 lbs.,"75.0""",Orthodox,7
Paul,Capaldo,,"5' 7""",135 lbs.,--,,6
Phil,Caracappa,The Hitman,"5' 8""",135 lbs.,"70.0""",Orthodox,6
Frank,Caracci,,--,--,--,,2
Gina,Carano,Conviction,"5' 8""",145 lbs.,--,Orthodox,7
Dos,Caras Jr.,,"6' 4""",225 lbs.,--,Orthodox,9
Bryan,Caraway,Kid Lightning,"5' 8""",135 lbs.,"68.0""",Orthodox,21
Remo,Cardarelli,,--,135 lbs.,--,,7
Phil,Cardella,,"5' 11""",155 lbs.,--,,8
Edgar,Cardenas,Kitty Katt,--,145 lbs.,--,,4
Chris,Cariaso,Kamikaze,"5' 3""",125 lbs.,"64.0""",Southpaw,17
Ronald,Carillo,,--,125 lbs.,--,,4
Rafael,Carino,,"6' 8""",245 lbs.,--,Orthodox,2
Don,Carlo-Clauss,,--,170 lbs.,--,,10
Antonio,Carlos Junior,Cara de Sapato,"6' 2""",185 lbs.,"79.0""",Orthodox,11
Spike,Carlyle,Alpha Ginger,"5' 8""",145 lbs.,"71.0""",Switch,9
Francis,Carmont,Limitless,"6' 3""",205 lbs.,"78.0""",Orthodox,25
Liz,Carmouche,Girlrilla,"5' 6""",125 lbs.,"66.0""",Orthodox,13
Roan,Carneiro,Jucao,"5' 11""",170 lbs.,"76.0""",Orthodox,21
Ariane,Carnelossi,Sorriso,"5' 2""",115 lbs.,"61.0""",Orthodox,15
Luana,Carolina,Dread,"5' 6""",135 lbs.,"69.0""",Orthodox,11
Tim,Caron,The Bear,"6' 1""",185 lbs.,--,Orthodox,7
Clayton,Carpenter,,"5' 6""",125 lbs.,"66.0""",Orthodox,8
Gabriel,Carrasco,,"5' 6""",135 lbs.,--,,7
Cody,Carrillo,,"5' 10""",155 lbs.,--,,11
Cain,Carrizosa,The Insane,"5' 8""",155 lbs.,--,Orthodox,10
Roger,Carroll,The Leprechaun,"5' 10""",170 lbs.,--,,16
Jonny,Carson,,"5' 10""",155 lbs.,--,,11
Scott,Carson,,"6' 2""",215 lbs.,--,,4
Shonie,Carter,Mr. International,"5' 10""",170 lbs.,--,Southpaw,51
Jack,Cartwright,,"5' 9""",135 lbs.,"68.0""",Orthodox,10
Bruno,Carvalho,,"5' 8""",154 lbs.,--,,10
Antonio,Carvalho,Pato,"5' 9""",145 lbs.,"70.0""",Orthodox,15
Rafael,Carvalho,,"6' 3""",185 lbs.,--,,14
Shane,Carwin,The Engineer,"6' 2""",265 lbs.,"80.0""",Orthodox,12
Johnny,Case,Hollywood,"5' 10""",155 lbs.,"72.0""",Orthodox,22
Kevin,Casey,King,"5' 11""",185 lbs.,"77.0""",Southpaw,9
Cortney,Casey,Cast Iron,"5' 7""",125 lbs.,"67.0""",Orthodox,10
Brandon,Cash,Money,"6' 5""",255 lbs.,--,Orthodox,10
Bendy,Casimir,,"5' 5""",145 lbs.,--,Southpaw,20
Dwayne,Cason,,"5' 10""",212 lbs.,--,Orthodox,1
Joe,Cason,,"6' 3""",205 lbs.,--,,9
John,Castaneda,Sexi Mexi,"5' 6""",135 lbs.,"71.0""",Switch,21
Eric,Castile,,"5' 8""",145 lbs.,--,,3
Gil,Castillo,,"5' 9""",170 lbs.,--,Southpaw,8
Danny,Castillo,Last Call,"5' 9""",155 lbs.,"71.0""",Orthodox,17
Raul,Castillo,,"5' 11""",185 lbs.,--,Orthodox,7
Jenna,Castillo,,"5' 2""",125 lbs.,--,,1
Tim,Catalfo,Obake,"5' 11""",235 lbs.,--,Orthodox,4
Nick,Catone,The Jersey Devil,"6' 0""",185 lbs.,"72.0""",Southpaw,10
Luke,Caudillo,Lil' Hulk,"5' 7""",155 lbs.,--,Orthodox,17
Gesias,Cavalcante,JZ,"5' 8""",155 lbs.,"71.0""",Orthodox,21
Rafael,Cavalcante,Feijao,"6' 1""",205 lbs.,"74.0""",Orthodox,12
Jacqueline,Cavalcanti,,"5' 8""",135 lbs.,"70.0""",Orthodox,9
Igor,Cavalcanti,Jacare,"5' 11""",170 lbs.,"79.0""",Orthodox,9
Magnus,Cedenblad,Jycken,"6' 5""",185 lbs.,"79.0""",Orthodox,14
Yosdenis,Cedeno,Pink Panther,"5' 8""",155 lbs.,"69.0""",Orthodox,10
Henry,Cejudo,Triple C,"5' 4""",135 lbs.,"64.0""",Orthodox,16
Adam,Cella,El Naturel,"6' 2""",170 lbs.,--,,6
Vinicius,Cenci,Chambinho,"6' 1""",155 lbs.,"74.0""",Orthodox,7
Katlyn,Cerminara,Blonde Fighter,"5' 9""",125 lbs.,"68.0""",Orthodox,18
Rafael,Cerqueira,The Lion,"6' 3""",205 lbs.,"76.0""",Southpaw,11
Donald,Cerrone,Cowboy,"6' 1""",155 lbs.,"73.0""",Orthodox,36
Jared,Chaffee,,"5' 10""",155 lbs.,--,,5
Luan,Chagas,Tarzan,"6' 0""",170 lbs.,"75.0""",Orthodox,15
Edgar,Chairez,Puro Chicali,"5' 7""",125 lbs.,"71.0""",Orthodox,12
Ansar,Chalangov,,"5' 9""",170 lbs.,--,Orthodox,14
Alex,Chambers,Astro Girl,"5' 3""",115 lbs.,"63.0""",Southpaw,5
Michael,Chandler,Iron,"5' 8""",155 lbs.,"71.0""",Orthodox,23
Chelsea,Chandler,,"5' 8""",135 lbs.,"68.0""",Southpaw,6
Donnie,Chappell,,"5' 11""",178 lbs.,--,Southpaw,0
Joe,Charles,The Ghetto Man,"6' 1""",260 lbs.,--,Southpaw,6
Dan,Charles,The Man,"6' 2""",228 lbs.,--,,10
Morgan,Charriere,The Last Pirate,"5' 8""",145 lbs.,"69.0""",Orthodox,21
Jeisla,Chaves,A Braba,--,135 lbs.,--,,5
Ernest,Chavez,EJ,"5' 8""",145 lbs.,"70.0""",Orthodox,10
Emilio,Chavez,,"5' 9""",145 lbs.,--,,12
Danny,Chavez,The Colombian Warrior,"5' 8""",145 lbs.,"67.0""",Orthodox,11
Gabriel,Checco,Zangief,"6' 1""",185 lbs.,--,Switch,10
Albert,Cheng,,"5' 11""",170 lbs.,--,Orthodox,7
Fabio,Cherant,Water Buffalo,"6' 1""",205 lbs.,"74.0""",Southpaw,7
Ion,Cherdivara,,--,205 lbs.,--,,1
Mark,Cherico,The Pride of Bloomfield,"5' 7""",145 lbs.,"69.0""",Orthodox,11
Macy,Chiasson,,"5' 11""",135 lbs.,"72.0""",Orthodox,11
Michael,Chiesa,Maverick,"6' 1""",170 lbs.,"75.0""",Southpaw,19
Giga,Chikadze,Ninja,"6' 0""",145 lbs.,"74.0""",Orthodox,15
Khamzat,Chimaev,Borz,"6' 2""",185 lbs.,"75.0""",Orthodox,14
Sako,Chivitchian,,"5' 11""",155 lbs.,--,Orthodox,8
Mu Bae,Choi,,"6' 2""",230 lbs.,--,Orthodox,12
Hong Man,Choi,Techno Goliath,"7' 2""",330 lbs.,--,Orthodox,4
Dooho,Choi,The Korean Superboy,"5' 10""",145 lbs.,"70.0""",Orthodox,16
SeungWoo,Choi,Sting,"6' 0""",145 lbs.,"74.0""",Orthodox,11
SeungGuk,Choi,,"5' 6""",125 lbs.,"64.0""",Orthodox,7
DongHun,Choi,,"5' 5""",125 lbs.,"66.0""",Switch,9
Mark,Choinski,The Shark,"5' 8""",155 lbs.,"69.0""",Orthodox,8
John,Cholish,,"5' 11""",155 lbs.,"74.0""",Orthodox,8
Ryo,Chonan,Piranah,"5' 9""",170 lbs.,"70.0""",Orthodox,22
Will,Chope,The Kill,"6' 4""",145 lbs.,--,Switch,34
Cody,Chovancek,,--,135 lbs.,--,,8
Joachim,Christensen,,"6' 3""",205 lbs.,"76.0""",Orthodox,14
Kevin,Christian,,"6' 7""",205 lbs.,"80.0""",Orthodox,9
Dan,Christison,The Sandman,"6' 8""",265 lbs.,--,Orthodox,20
Anthony,Christodoulou,,"5' 9""",155 lbs.,--,Orthodox,12
Murad,Chunkaiev,,"5' 11""",185 lbs.,--,Orthodox,8
Cameron,Church,,"5' 11""",155 lbs.,"72.0""",Orthodox,4
Steven,Ciaccio,Stryker,"6' 0""",170 lbs.,--,,4
Mike,Ciesnolevicz,,"6' 0""",235 lbs.,--,Orthodox,19
Hannah,Cifers,Shockwave,"5' 1""",115 lbs.,"62.0""",Orthodox,10
Branko,Cikatic,,"6' 1""",215 lbs.,--,Orthodox,0
Nikolajus,Cilkinas,,--,--,--,Orthodox,2
Misha,Cirkunov,,"6' 3""",205 lbs.,"77.0""",Orthodox,15
Johnny,Cisneros,The Tattooed Terror,"5' 11""",170 lbs.,--,,9
Laverne,Clark,,"5' 11""",170 lbs.,--,Orthodox,27
Logan,Clark,,"6' 2""",185 lbs.,--,Orthodox,18
Mychal,Clark,,"6' 3""",224 lbs.,--,Orthodox,10
Dominic,Clark,,"5' 10""",155 lbs.,--,,10
Heather,Clark,Hurricane,"5' 6""",115 lbs.,"64.0""",Orthodox,7
Devin,Clark,Brown Bear,"6' 0""",205 lbs.,"75.0""",Orthodox,14
Jessica-Rose,Clark,,"5' 5""",135 lbs.,"64.0""",Orthodox,11
Shannon,Clark,MMA Barbie,"5' 5""",125 lbs.,"64.0""",Orthodox,5
John,Clarke,,--,170 lbs.,--,,1
Mitch,Clarke,Danger Zone,"5' 10""",155 lbs.,"73.0""",Orthodox,11
Rich,Clementi,No Love,"5' 9""",155 lbs.,"72.0""",Southpaw,45
Chris,Clements,The Menace,"5' 10""",170 lbs.,"70.0""",Orthodox,12
RJ,Clifford,,--,160 lbs.,--,,4
Mark,Climaco,,"5' 4""",125 lbs.,"65.0""",Southpaw,9
Josh,Clopton,The Gentleman,"5' 6""",145 lbs.,--,Orthodox,6
Brian,Cobb,,"5' 11""",155 lbs.,--,Orthodox,20
Darryl,Cobb,,"5' 9""",185 lbs.,--,,6
Dave,Cochran,,"5' 6""",155 lbs.,--,,26
Dakota,Cochrane,,"5' 8""",155 lbs.,--,,29
Marloes,Coenen,,"5' 9""",145 lbs.,"67.0""",,23
Marc,Cofer,,--,185 lbs.,--,,7
John,Cofer,The Potter,"5' 9""",155 lbs.,--,Southpaw,8
Chris,Coggins,,--,--,--,,7
Felipe,Colares,Cabocao,"5' 8""",145 lbs.,"69.0""",Orthodox,10
Wayne,Cole,,"6' 1""",205 lbs.,--,Orthodox,16
Devin,Cole,,"6' 4""",240 lbs.,--,Orthodox,20
Coltin,Cole,,--,185 lbs.,--,,4
Ivan,Cole,JP,"5' 9""",135 lbs.,--,,2
Chandler,Cole,The Hammer,"5' 10""",264 lbs.,"72.0""",Orthodox,10
Mark,Coleman,The Hammer,"6' 1""",205 lbs.,"75.0""",Orthodox,16
Cortez,Coleman,Hollywood,"6' 1""",185 lbs.,--,,13
Clay,Collard,Cassius,"5' 11""",145 lbs.,"73.0""",Orthodox,14
